¥éËweb-scraper-order,web-scraper-start-url,notelink,notelink-href,familyname,notename
1574391229-708,https://www.fragrantica.com/notes/,Balsamic Vinegar,https://www.fragrantica.com/notes/Balsamic-Vinegar-622.html,RESINS AND BALSAMS,Balsamic Vinegar
1574393347-1209,https://www.fragrantica.com/notes/,Guava blossom,https://www.fragrantica.com/notes/Guava-blossom-676.html,FLOWERS,Guava blossom
1574390727-571,https://www.fragrantica.com/notes/,Coal,https://www.fragrantica.com/notes/Coal-554.html,SYNTHETIC,Coal
1574393576-1263,https://www.fragrantica.com/notes/,Buttercup,https://www.fragrantica.com/notes/Buttercup-885.html,FLOWERS,Buttercup
1574392877-1080,https://www.fragrantica.com/notes/,Yuzu Flower,https://www.fragrantica.com/notes/Yuzu-Flower-989.html,FLOWERS,Yuzu Flower
1574393344-1208,https://www.fragrantica.com/notes/,Hawthorn,https://www.fragrantica.com/notes/Hawthorn-89.html,FLOWERS,Hawthorn
1574391824-813,https://www.fragrantica.com/notes/,Sorbet,https://www.fragrantica.com/notes/Sorbet-643.html,SWEETS AND GOURMAND SMELLS,Sorbet
1574391161-698,https://www.fragrantica.com/notes/,Copahu Balm,https://www.fragrantica.com/notes/Copahu-Balm-407.html,RESINS AND BALSAMS,Copahu Balm
1574392904-1086,https://www.fragrantica.com/notes/,Water Lily,https://www.fragrantica.com/notes/Water-Lily-30.html,FLOWERS,Water Lily
1574393558-1257,https://www.fragrantica.com/notes/,Chamomile,https://www.fragrantica.com/notes/Chamomile-289.html,FLOWERS,Chamomile
1574391509-734,https://www.fragrantica.com/notes/,Pepperwood or Hercules Club,https://www.fragrantica.com/notes/Pepperwood-or-Hercules-Club-594.html,WOODS AND MOSSES,Pepperwood or Hercules Club
1574393544-1254,https://www.fragrantica.com/notes/,Chimonanthus or Wintersweet,https://www.fragrantica.com/notes/Chimonanthus-or-Wintersweet-489.html,FLOWERS,Chimonanthus or Wintersweet
1574392574-1000,https://www.fragrantica.com/notes/,Hops,https://www.fragrantica.com/notes/Hops-572.html,"GREENS, HERBS AND FOUGERES",Hops
1574391595-754,https://www.fragrantica.com/notes/,Larch,https://www.fragrantica.com/notes/Larch-360.html,WOODS AND MOSSES,Larch
1574392815-1067,https://www.fragrantica.com/notes/,Lemon Blossom,https://www.fragrantica.com/notes/Lemon-Blossom-281.html,WHITE FLOWERS,Lemon Blossom
1574390878-616,https://www.fragrantica.com/notes/,Grenadine,https://www.fragrantica.com/notes/Grenadine-311.html,BEVERAGES,Grenadine
1574391770-798,https://www.fragrantica.com/notes/,Araucaria,https://www.fragrantica.com/notes/Araucaria-573.html,WOODS AND MOSSES,Araucaria
1574392478-975,https://www.fragrantica.com/notes/,Oat,https://www.fragrantica.com/notes/Oat-848.html,"GREENS, HERBS AND FOUGERES",Oat
1574392391-954,https://www.fragrantica.com/notes/,Rumex,https://www.fragrantica.com/notes/Rumex-795.html,"GREENS, HERBS AND FOUGERES",Rumex
1574392593-1005,https://www.fragrantica.com/notes/,Green Sap,https://www.fragrantica.com/notes/Green-Sap-897.html,"GREENS, HERBS AND FOUGERES",Green Sap
1574392591-1004,https://www.fragrantica.com/notes/,Gromwell,https://www.fragrantica.com/notes/Gromwell-626.html,"GREENS, HERBS AND FOUGERES",Gromwell
1574392042-872,https://www.fragrantica.com/notes/,Water pepper,https://www.fragrantica.com/notes/Water-pepper-585.html,SPICES,Water pepper
1574392206-916,https://www.fragrantica.com/notes/,Chutney,https://www.fragrantica.com/notes/Chutney-498.html,SPICES,Chutney
1574391128-690,https://www.fragrantica.com/notes/,Mastic or Lentisque,https://www.fragrantica.com/notes/Mastic-or-Lentisque-471.html,RESINS AND BALSAMS,Mastic or Lentisque
1574393561-1258,https://www.fragrantica.com/notes/,Celosia,https://www.fragrantica.com/notes/Celosia-605.html,FLOWERS,Celosia
1574394048-1400,https://www.fragrantica.com/notes/,Argan,https://www.fragrantica.com/notes/Argan-956.html,"FRUITS, VEGETABLES AND NUTS",Argan
1574392610-1009,https://www.fragrantica.com/notes/,Grape leaves,https://www.fragrantica.com/notes/Grape-leaves-695.html,"GREENS, HERBS AND FOUGERES",Grape leaves
1574392038-871,https://www.fragrantica.com/notes/,West Indian Bay,https://www.fragrantica.com/notes/West-Indian-Bay-129.html,SPICES,West Indian Bay
1574393004-1115,https://www.fragrantica.com/notes/,Rhododendron,https://www.fragrantica.com/notes/Rhododendron-209.html,FLOWERS,Rhododendron
1574390518-507,https://www.fragrantica.com/notes/,Satin,https://www.fragrantica.com/notes/Satin-558.html,SYNTHETIC,Satin
1574391237-710,https://www.fragrantica.com/notes/,Yohimbe,https://www.fragrantica.com/notes/Yohimbe-687.html,WOODS AND MOSSES,Yohimbe
1574391124-689,https://www.fragrantica.com/notes/,Mopane,https://www.fragrantica.com/notes/Mopane-716.html,RESINS AND BALSAMS,Mopane
1574390521-508,https://www.fragrantica.com/notes/,Sand,https://www.fragrantica.com/notes/Sand-325.html,SYNTHETIC,Sand
1574391858-819,https://www.fragrantica.com/notes/,Popcorn,https://www.fragrantica.com/notes/Popcorn-250.html,SWEETS AND GOURMAND SMELLS,Popcorn
1574393160-1160,https://www.fragrantica.com/notes/,Melilotus,https://www.fragrantica.com/notes/Melilotus-612.html,FLOWERS,Melilotus
1574393861-1347,https://www.fragrantica.com/notes/,Macadamia,https://www.fragrantica.com/notes/Macadamia-666.html,"FRUITS, VEGETABLES AND NUTS",Macadamia
1574393325-1203,https://www.fragrantica.com/notes/,Hemlock,https://www.fragrantica.com/notes/Hemlock-497.html,FLOWERS,Hemlock
1574392062-877,https://www.fragrantica.com/notes/,Tamarind,https://www.fragrantica.com/notes/Tamarind-233.html,SPICES,Tamarind
1574392972-1105,https://www.fragrantica.com/notes/,Silk Tree Blossom,https://www.fragrantica.com/notes/Silk-Tree-Blossom-396.html,FLOWERS,Silk Tree Blossom
1574393337-1206,https://www.fragrantica.com/notes/,Heather,https://www.fragrantica.com/notes/Heather-473.html,FLOWERS,Heather
1574391922-838,https://www.fragrantica.com/notes/,Clover Honey,https://www.fragrantica.com/notes/Honey-181.html,SWEETS AND GOURMAND SMELLS,Clover Honey
1574390496-502,https://www.fragrantica.com/notes/,Snow,https://www.fragrantica.com/notes/Snow-835.html,SYNTHETIC,Snow
1574392760-1052,https://www.fragrantica.com/notes/,Algae,https://www.fragrantica.com/notes/Algae-889.html,"GREENS, HERBS AND FOUGERES",Algae
1574392882-1081,https://www.fragrantica.com/notes/,Ylang-Ylang,https://www.fragrantica.com/notes/Ylang-Ylang-24.html,FLOWERS,Ylang-Ylang
1574391145-694,https://www.fragrantica.com/notes/,Elemi,https://www.fragrantica.com/notes/Elemi-390.html,RESINS AND BALSAMS,Elemi
1574392027-868,https://www.fragrantica.com/notes/,Biscuit,https://www.fragrantica.com/notes/Biscuit-574.html,SWEETS AND GOURMAND SMELLS,Biscuit
1574391355-721,https://www.fragrantica.com/notes/,Sycamore,https://www.fragrantica.com/notes/Sycamore-487.html,WOODS AND MOSSES,Sycamore
1574391797-805,https://www.fragrantica.com/notes/,Agarwood (Oud),https://www.fragrantica.com/notes/Agarwood-Oud-114.html,WOODS AND MOSSES,Agarwood (Oud)
1574393811-1332,https://www.fragrantica.com/notes/,Passionfruit,https://www.fragrantica.com/notes/Passionfruit-161.html,"FRUITS, VEGETABLES AND NUTS",Passionfruit
1574391009-656,https://www.fragrantica.com/notes/,Civet,https://www.fragrantica.com/notes/Civet-104.html,"MUSK, AMBER, ANIMALIC SMELLS",Civet
1574393708-1302,https://www.fragrantica.com/notes/,Strawberry,https://www.fragrantica.com/notes/Strawberry-261.html,"FRUITS, VEGETABLES AND NUTS",Strawberry
1574393824-1336,https://www.fragrantica.com/notes/,Nectarine,https://www.fragrantica.com/notes/Nectarine-197.html,"FRUITS, VEGETABLES AND NUTS",Nectarine
1574390793-591,https://www.fragrantica.com/notes/,Vodka,https://www.fragrantica.com/notes/Vodka-203.html,BEVERAGES,Vodka
1574392780-1057,https://www.fragrantica.com/notes/,Tiare Flower,https://www.fragrantica.com/notes/Tiare-Flower-148.html,WHITE FLOWERS,Tiare Flower
1574393404-1225,https://www.fragrantica.com/notes/,African marigold,https://www.fragrantica.com/notes/English-marigold-191.html,FLOWERS,African Marigold
1574393774-1321,https://www.fragrantica.com/notes/,Pitanga,https://www.fragrantica.com/notes/Pitanga-747.html,"FRUITS, VEGETABLES AND NUTS",Pitanga
1574392272-931,https://www.fragrantica.com/notes/,Valerian,https://www.fragrantica.com/notes/Valerian-582.html,"GREENS, HERBS AND FOUGERES",Valerian
1574392990-1111,https://www.fragrantica.com/notes/,Rose Petals,https://www.fragrantica.com/notes/Rose-Japanese-Hamanasu-352.html,FLOWERS,Rose Petals
1574391013-657,https://www.fragrantica.com/notes/,Cheese,https://www.fragrantica.com/notes/Cheese-579.html,"MUSK, AMBER, ANIMALIC SMELLS",Cheese
1574392961-1101,https://www.fragrantica.com/notes/,Raspberry Blossom,https://www.fragrantica.com/notes/Spanish-Broom-446.html,FLOWERS,Raspberry Blossom
1574392539-989,https://www.fragrantica.com/notes/,Lantana leaf,https://www.fragrantica.com/notes/Lantana-leaf-537.html,"GREENS, HERBS AND FOUGERES",Lantana leaf
1574392418-960,https://www.fragrantica.com/notes/,Rice,https://www.fragrantica.com/notes/Rice-208.html,"GREENS, HERBS AND FOUGERES",Rice
1574392966-1103,https://www.fragrantica.com/notes/,Solomon`s seal,https://www.fragrantica.com/notes/Solomon-s-seal-658.html,FLOWERS,Solomon`s seal
1574394028-1394,https://www.fragrantica.com/notes/,Blackberry,https://www.fragrantica.com/notes/Blackberry-169.html,"FRUITS, VEGETABLES AND NUTS",Blackberry
1574392630-1015,https://www.fragrantica.com/notes/,Earl Grey Tea,https://www.fragrantica.com/notes/Earl-Grey-Tea-733.html,"GREENS, HERBS AND FOUGERES",Earl Grey Tea
1574391544-743,https://www.fragrantica.com/notes/,Oak,https://www.fragrantica.com/notes/Oak-326.html,WOODS AND MOSSES,Oak
1574390831-604,https://www.fragrantica.com/notes/,Pina Colada,https://www.fragrantica.com/notes/Pina-Colada-282.html,BEVERAGES,Pina Colada
1574390935-635,https://www.fragrantica.com/notes/,Baileys Irish Cream,https://www.fragrantica.com/notes/Baileys-Irish-Cream-870.html,BEVERAGES,Baileys Irish Cream
1574393855-1345,https://www.fragrantica.com/notes/,Mango,https://www.fragrantica.com/notes/Mango-179.html,"FRUITS, VEGETABLES AND NUTS",Mango
1574391527-739,https://www.fragrantica.com/notes/,Palo Santo,https://www.fragrantica.com/notes/Palo-Santo-597.html,WOODS AND MOSSES,Palo Santo
1574393689-1296,https://www.fragrantica.com/notes/,Water Fruit,https://www.fragrantica.com/notes/Water-Fruit-702.html,"FRUITS, VEGETABLES AND NUTS",Water Fruit
1574391035-663,https://www.fragrantica.com/notes/,BBQ,https://www.fragrantica.com/notes/BBQ-515.html,"MUSK, AMBER, ANIMALIC SMELLS",BBQ
1574393168-1162,https://www.fragrantica.com/notes/,Mayflower,https://www.fragrantica.com/notes/Mayflower-869.html,FLOWERS,Mayflower
1574391878-825,https://www.fragrantica.com/notes/,Meringues,https://www.fragrantica.com/notes/Meringues-453.html,SWEETS AND GOURMAND SMELLS,Meringues
1574391818-811,https://www.fragrantica.com/notes/,Strawberry Syrup,https://www.fragrantica.com/notes/Strawberry-Syrup-932.html,SWEETS AND GOURMAND SMELLS,Strawberry Syrup
1574394054-1402,https://www.fragrantica.com/notes/,Apple pulp,https://www.fragrantica.com/notes/Apple-pulp-930.html,"FRUITS, VEGETABLES AND NUTS",Apple pulp
1574394035-1396,https://www.fragrantica.com/notes/,Black Currant,https://www.fragrantica.com/notes/Black-Currant-132.html,"FRUITS, VEGETABLES AND NUTS",Black Currant
1574393207-1172,https://www.fragrantica.com/notes/,Lilac,https://www.fragrantica.com/notes/Lilac-152.html,FLOWERS,Lilac
1574391693-779,https://www.fragrantica.com/notes/,Carob tree,https://www.fragrantica.com/notes/Carob-tree-430.html,WOODS AND MOSSES,Carob tree
1574391092-680,https://www.fragrantica.com/notes/,Rubber,https://www.fragrantica.com/notes/Rubber-942.html,RESINS AND BALSAMS,Rubber
1574391257-713,https://www.fragrantica.com/notes/,White Willow,https://www.fragrantica.com/notes/White-Willow-852.html,WOODS AND MOSSES,White Willow
1574392536-988,https://www.fragrantica.com/notes/,Lily of the Valley,https://www.fragrantica.com/notes/Lily-Of-the-Valley-Leaves-975.html,FLOWERS,Lily of the Valley
1574392680-1030,https://www.fragrantica.com/notes/,Cactus,https://www.fragrantica.com/notes/Cactus-256.html,"GREENS, HERBS AND FOUGERES",Cactus
1574393699-1299,https://www.fragrantica.com/notes/,Tropical Fruits,https://www.fragrantica.com/notes/Tropical-Fruits-319.html,"FRUITS, VEGETABLES AND NUTS",Tropical Fruits
1574391512-735,https://www.fragrantica.com/notes/,Pear Tree,https://www.fragrantica.com/notes/Pear-Tree-371.html,WOODS AND MOSSES,Pear Tree
1574390886-619,https://www.fragrantica.com/notes/,Daiquiri,https://www.fragrantica.com/notes/Daiquiri-742.html,BEVERAGES,Daiquiri
1574390945-638,https://www.fragrantica.com/notes/,Truffle,https://www.fragrantica.com/notes/Truffle-335.html,"MUSK, AMBER, ANIMALIC SMELLS",Truffle
1574392551-993,https://www.fragrantica.com/notes/,Katrafay,https://www.fragrantica.com/notes/Katrafay-715.html,"GREENS, HERBS AND FOUGERES",Katrafay
1574394186-1438,https://www.fragrantica.com/notes/,Bergamot,https://www.fragrantica.com/notes/Bergamot-75.html,CITRUS SMELLS,Bergamot
1574392087-884,https://www.fragrantica.com/notes/,Saffron,https://www.fragrantica.com/notes/Saffron-55.html,SPICES,Saffron
1574394111-1416,https://www.fragrantica.com/notes/,Mandarin Orange,https://www.fragrantica.com/notes/Mandarin-Orange-82.html,CITRUS SMELLS,Mandarin Orange
1574392623-1013,https://www.fragrantica.com/notes/,Galbanum,https://www.fragrantica.com/notes/Galbanum-45.html,"GREENS, HERBS AND FOUGERES",Galbanum
1574390631-541,https://www.fragrantica.com/notes/,Instant film accord,https://www.fragrantica.com/notes/Instant-film-accord-828.html,SYNTHETIC,Instant film accord
1574391107-684,https://www.fragrantica.com/notes/,Opoponax,https://www.fragrantica.com/notes/Opoponax-37.html,RESINS AND BALSAMS,Opopanax
1574393778-1322,https://www.fragrantica.com/notes/,Pitahaya,https://www.fragrantica.com/notes/Pitahaya-218.html,"FRUITS, VEGETABLES AND NUTS",Pitahaya
1574391954-847,https://www.fragrantica.com/notes/,Dark Chocolate,https://www.fragrantica.com/notes/Dark-Chocolate-136.html,SWEETS AND GOURMAND SMELLS,Dark Chocolate
1574392402-956,https://www.fragrantica.com/notes/,Rosemary,https://www.fragrantica.com/notes/Rosemary-49.html,"GREENS, HERBS AND FOUGERES",Rosemary
1574391963-850,https://www.fragrantica.com/notes/,Croissant,https://www.fragrantica.com/notes/Croissant-405.html,SWEETS AND GOURMAND SMELLS,Croissant
1574392449-968,https://www.fragrantica.com/notes/,Pandanus,https://www.fragrantica.com/notes/Pandanus-408.html,"GREENS, HERBS AND FOUGERES",Pandanus
1574393534-1251,https://www.fragrantica.com/notes/,Chocolate Flower,https://www.fragrantica.com/notes/Chocolate-Flower-189.html,FLOWERS,Chocolate Flower
1574392120-892,https://www.fragrantica.com/notes/,Ban Timmur,https://www.fragrantica.com/notes/Oriental-notes-483.html,SPICES,Ban Timmur
1574392717-1040,https://www.fragrantica.com/notes/,Basil,https://www.fragrantica.com/notes/Basil-119.html,"GREENS, HERBS AND FOUGERES",Basil
1574390986-650,https://www.fragrantica.com/notes/,Kephalis,https://www.fragrantica.com/notes/Kephalis-399.html,"MUSK, AMBER, ANIMALIC SMELLS",Kephalis
1574392163-905,https://www.fragrantica.com/notes/,Dill,https://www.fragrantica.com/notes/Dill-240.html,SPICES,Dill
1574393579-1264,https://www.fragrantica.com/notes/,Butomus umbellatus,https://www.fragrantica.com/notes/Butomus-umbellatus-859.html,FLOWERS,Butomus umbellatus
1574391705-782,https://www.fragrantica.com/notes/,Cabreuva,https://www.fragrantica.com/notes/Cabreuva-611.html,WOODS AND MOSSES,Cabreuva
1574392933-1093,https://www.fragrantica.com/notes/,Tobacco blossom,https://www.fragrantica.com/notes/Tobacco-blossom-346.html,FLOWERS,Tobacco blossom
1574392211-917,https://www.fragrantica.com/notes/,Cassia,https://www.fragrantica.com/notes/Cassia-60.html,SPICES,Cassia
1574392523-985,https://www.fragrantica.com/notes/,Mahonia,https://www.fragrantica.com/notes/Mahonia-909.html,"GREENS, HERBS AND FOUGERES",Mahonia
1574392830-1070,https://www.fragrantica.com/notes/,Honeysuckle,https://www.fragrantica.com/notes/Honeysuckle-86.html,WHITE FLOWERS,Honeysuckle
1574392860-1076,https://www.fragrantica.com/notes/,Boronia,https://www.fragrantica.com/notes/Boronia-118.html,WHITE FLOWERS,Boronia
1574392020-866,https://www.fragrantica.com/notes/,Brioche,https://www.fragrantica.com/notes/Brioche-818.html,SWEETS AND GOURMAND SMELLS,Brioche
1574391932-841,https://www.fragrantica.com/notes/,Gingerbread,https://www.fragrantica.com/notes/Gingerbread-535.html,SWEETS AND GOURMAND SMELLS,Gingerbread
1574392103-888,https://www.fragrantica.com/notes/,Pimento Leaf,https://www.fragrantica.com/notes/Pimento-Leaf-978.html,SPICES,Pimento Leaf
1574393942-1371,https://www.fragrantica.com/notes/,Dried Apple Crisp,https://www.fragrantica.com/notes/Dried-Apple-Crisp-908.html,"FRUITS, VEGETABLES AND NUTS",Dried Apple Crisp
1574392571-999,https://www.fragrantica.com/notes/,Horseweed,https://www.fragrantica.com/notes/Horseweed-947.html,"GREENS, HERBS AND FOUGERES",Horseweed
1574393300-1196,https://www.fragrantica.com/notes/,Hortensia,https://www.fragrantica.com/notes/Hortensia-271.html,FLOWERS,Hortensia
1574393587-1267,https://www.fragrantica.com/notes/,Bread Flower,https://www.fragrantica.com/notes/Bread-Flower-846.html,FLOWERS,Bread Flower
1574390574-523,https://www.fragrantica.com/notes/,NaturalCalmä‹¢,https://www.fragrantica.com/notes/NaturalCalm-764.html,SYNTHETIC,NaturalCalmä‹¢
1574393399-1224,https://www.fragrantica.com/notes/,Field scabious,https://www.fragrantica.com/notes/Field-scabious-651.html,FLOWERS,Field scabious
1574391938-843,https://www.fragrantica.com/notes/,Frosting [Glací©],https://www.fragrantica.com/notes/Frosting-Glace-745.html,SWEETS AND GOURMAND SMELLS,Frosting [Glací©]
1574391811-809,https://www.fragrantica.com/notes/,Tiramisu,https://www.fragrantica.com/notes/Tiramisu-906.html,SWEETS AND GOURMAND SMELLS,Tiramisu
1574391075-675,https://www.fragrantica.com/notes/,Amber Xtreme,https://www.fragrantica.com/notes/Amber-Xtreme-879.html,"MUSK, AMBER, ANIMALIC SMELLS",Amber Xtreme
1574392886-1082,https://www.fragrantica.com/notes/,Wrightia,https://www.fragrantica.com/notes/Wrightia-854.html,FLOWERS,Wrightia
1574392502-981,https://www.fragrantica.com/notes/,Mate,https://www.fragrantica.com/notes/Mate-48.html,"GREENS, HERBS AND FOUGERES",Mate
1574393679-1293,https://www.fragrantica.com/notes/,Wild Strawberry,https://www.fragrantica.com/notes/Wild-Strawberry-163.html,"FRUITS, VEGETABLES AND NUTS",Wild Strawberry
1574391118-687,https://www.fragrantica.com/notes/,Myrrh,https://www.fragrantica.com/notes/Myrrh-98.html,RESINS AND BALSAMS,Myrrh
1574390663-551,https://www.fragrantica.com/notes/,Graphite,https://www.fragrantica.com/notes/Graphite-831.html,SYNTHETIC,Graphite
1574393383-1219,https://www.fragrantica.com/notes/,Fragonia,https://www.fragrantica.com/notes/Fragonia-522.html,FLOWERS,Fragonia
1574393738-1311,https://www.fragrantica.com/notes/,Rhubarb,https://www.fragrantica.com/notes/Rhubarb-188.html,"FRUITS, VEGETABLES AND NUTS",Rhubarb
1574393041-1127,https://www.fragrantica.com/notes/,Pittosporum,https://www.fragrantica.com/notes/Pittosporum-90.html,FLOWERS,Pittosporum
1574392289-935,https://www.fragrantica.com/notes/,Ti Leaf (Cordilyne),https://www.fragrantica.com/notes/Ti-Leaf-Cordilyne-904.html,"GREENS, HERBS AND FOUGERES",Ti Leaf (Cordilyne)
1574391502-732,https://www.fragrantica.com/notes/,Plum Tree,https://www.fragrantica.com/notes/Plum-Tree-306.html,WOODS AND MOSSES,Plum Tree
1574391380-723,https://www.fragrantica.com/notes/,Siam,https://www.fragrantica.com/notes/Siam-334.html,WOODS AND MOSSES,Siam
1574391765-796,https://www.fragrantica.com/notes/,Argan Tree,https://www.fragrantica.com/notes/Argan-Tree-955.html,WOODS AND MOSSES,Argan Tree
1574392512-983,https://www.fragrantica.com/notes/,Marjoram,https://www.fragrantica.com/notes/Marjoram-260.html,"GREENS, HERBS AND FOUGERES",Marjoram
1574393620-1278,https://www.fragrantica.com/notes/,Apricot Blossom,https://www.fragrantica.com/notes/Apricot-Blossom-365.html,FLOWERS,Apricot Blossom
1574391925-839,https://www.fragrantica.com/notes/,Cocoa Absolu,https://www.fragrantica.com/notes/Hazelnut-cocoa-spread-813.html,SWEETS AND GOURMAND SMELLS,Cocoa Absolu
1574391619-761,https://www.fragrantica.com/notes/,Ho Wood,https://www.fragrantica.com/notes/Ho-Wood-898.html,WOODS AND MOSSES,Ho Wood
1574390701-563,https://www.fragrantica.com/notes/,Earth tincture,https://www.fragrantica.com/notes/Earth-tincture-415.html,SYNTHETIC,Earth tincture
1574393982-1379,https://www.fragrantica.com/notes/,Coconut,https://www.fragrantica.com/notes/Coconut-138.html,"FRUITS, VEGETABLES AND NUTS",Coconut
1574393217-1174,https://www.fragrantica.com/notes/,Leatherwood,https://www.fragrantica.com/notes/Leatherwood-766.html,FLOWERS,Leatherwood
1574391068-673,https://www.fragrantica.com/notes/,Ambertonicä‹¢ (IFF),https://www.fragrantica.com/notes/Ambertonic-IFF-837.html,"MUSK, AMBER, ANIMALIC SMELLS",Ambertonicä‹¢ (IFF)
1574394152-1428,https://www.fragrantica.com/notes/,Hatkora lemon,https://www.fragrantica.com/notes/Hatkora-lemon-639.html,CITRUS SMELLS,Hatkora lemon
1574393232-1179,https://www.fragrantica.com/notes/,Lamprocapnos,https://www.fragrantica.com/notes/Lamprocapnos-858.html,FLOWERS,Lamprocapnos
1574391536-741,https://www.fragrantica.com/notes/,Olive Tree,https://www.fragrantica.com/notes/Olive-Tree-265.html,WOODS AND MOSSES,Olive Tree
1574394104-1414,https://www.fragrantica.com/notes/,Neroli,https://www.fragrantica.com/notes/Neroli-17.html,CITRUS SMELLS,Neroli
1574393800-1329,https://www.fragrantica.com/notes/,Peanut,https://www.fragrantica.com/notes/Peanut-547.html,"FRUITS, VEGETABLES AND NUTS",Peanut
1574390678-556,https://www.fragrantica.com/notes/,Fish,https://www.fragrantica.com/notes/Fish-991.html,SYNTHETIC,Fish
1574392143-900,https://www.fragrantica.com/notes/,Indian Spices,https://www.fragrantica.com/notes/Indian-Spices-322.html,SPICES,Indian Spices
1574393007-1116,https://www.fragrantica.com/notes/,Reseda,https://www.fragrantica.com/notes/Reseda-690.html,FLOWERS,Reseda
1574391950-846,https://www.fragrantica.com/notes/,Dates,https://www.fragrantica.com/notes/Dates-355.html,SWEETS AND GOURMAND SMELLS,Dates
1574393641-1282,https://www.fragrantica.com/notes/,Amarillys,https://www.fragrantica.com/notes/Amarillys-279.html,FLOWERS,Amarillys
1574391946-845,https://www.fragrantica.com/notes/,Dulce de leche,https://www.fragrantica.com/notes/Dulce-de-leche-575.html,SWEETS AND GOURMAND SMELLS,Dulce de leche
1574390783-588,https://www.fragrantica.com/notes/,Wine Lees,https://www.fragrantica.com/notes/Wine-Lees-1004.html,BEVERAGES,Wine Lees
1574392744-1048,https://www.fragrantica.com/notes/,Apple Mint,https://www.fragrantica.com/notes/Apple-Mint-853.html,"GREENS, HERBS AND FOUGERES",Apple Mint
1574391210-705,https://www.fragrantica.com/notes/,Breu-Branco,https://www.fragrantica.com/notes/Breu-Branco-728.html,RESINS AND BALSAMS,Breu-Branco
1574393945-1372,https://www.fragrantica.com/notes/,Dewberry,https://www.fragrantica.com/notes/Dewberry-644.html,"FRUITS, VEGETABLES AND NUTS",Dewberry
1574391960-849,https://www.fragrantica.com/notes/,Cupcake,https://www.fragrantica.com/notes/Cupcake-504.html,SWEETS AND GOURMAND SMELLS,Cupcake
1574391599-755,https://www.fragrantica.com/notes/,Laotian Oud,https://www.fragrantica.com/notes/Laotian-Oud-760.html,WOODS AND MOSSES,Laotian Oud
1574393610-1275,https://www.fragrantica.com/notes/,Lingonberry,https://www.fragrantica.com/notes/Barberry-329.html,"FRUITS, VEGETABLES AND NUTS",Lingonberry
1574392704-1037,https://www.fragrantica.com/notes/,Blackberry leaf,https://www.fragrantica.com/notes/Blackberry-leaf-618.html,"GREENS, HERBS AND FOUGERES",Blackberry leaf
1574392303-937,https://www.fragrantica.com/notes/,Thistle,https://www.fragrantica.com/notes/Thistle-590.html,"GREENS, HERBS AND FOUGERES",Thistle
1574393246-1183,https://www.fragrantica.com/notes/,Laburnum,https://www.fragrantica.com/notes/Laburnum-234.html,FLOWERS,Laburnum
1574392383-952,https://www.fragrantica.com/notes/,Sage,https://www.fragrantica.com/notes/Sage-52.html,"GREENS, HERBS AND FOUGERES",Sage
1574391778-800,https://www.fragrantica.com/notes/,Amyris,https://www.fragrantica.com/notes/Amyris-416.html,WOODS AND MOSSES,Amyris
1574390741-575,https://www.fragrantica.com/notes/,Cascalone,https://www.fragrantica.com/notes/Cascalone-706.html,SYNTHETIC,Cascalone
1574391478-730,https://www.fragrantica.com/notes/,Ravenala,https://www.fragrantica.com/notes/Ravenala-1017.html,WOODS AND MOSSES,Ravenala
1574392454-969,https://www.fragrantica.com/notes/,Palmarosa,https://www.fragrantica.com/notes/Palmarosa-508.html,"GREENS, HERBS AND FOUGERES",Palmarosa
1574393307-1198,https://www.fragrantica.com/notes/,Honeybush or Cyclopia,https://www.fragrantica.com/notes/Honeybush-or-Cyclopia-814.html,FLOWERS,Honeybush or Cyclopia
1574393019-1120,https://www.fragrantica.com/notes/,Privet,https://www.fragrantica.com/notes/Privet-354.html,FLOWERS,Privet
1574393333-1205,https://www.fragrantica.com/notes/,Heliotrope,https://www.fragrantica.com/notes/Heliotrope-99.html,FLOWERS,Heliotrope
1574390464-492,https://www.fragrantica.com/notes/,Water,https://www.fragrantica.com/notes/Water-370.html,SYNTHETIC,Water
1574393044-1128,https://www.fragrantica.com/notes/,Pineapple blossom,https://www.fragrantica.com/notes/Pineapple-blossom-707.html,FLOWERS,Pineapple blossom
1574391943-844,https://www.fragrantica.com/notes/,French pastries,https://www.fragrantica.com/notes/French-pastries-598.html,SWEETS AND GOURMAND SMELLS,French pastries
1574393312-1200,https://www.fragrantica.com/notes/,Holly Flower,https://www.fragrantica.com/notes/Holly-Flower-752.html,FLOWERS,Holly Flower
1574394136-1423,https://www.fragrantica.com/notes/,Lemon tree,https://www.fragrantica.com/notes/Lemon-tree-381.html,CITRUS SMELLS,Lemon tree
1574392804-1064,https://www.fragrantica.com/notes/,Melati,https://www.fragrantica.com/notes/Melati-190.html,WHITE FLOWERS,Melati
1574392950-1097,https://www.fragrantica.com/notes/,Sunflower,https://www.fragrantica.com/notes/Sunflower-228.html,FLOWERS,Sunflower
1574392921-1090,https://www.fragrantica.com/notes/,Violet,https://www.fragrantica.com/notes/Violet-116.html,FLOWERS,Violet
1574390972-646,https://www.fragrantica.com/notes/,Musk,https://www.fragrantica.com/notes/Musk-4.html,"MUSK, AMBER, ANIMALIC SMELLS",Musk
1574393848-1343,https://www.fragrantica.com/notes/,Maninka,https://www.fragrantica.com/notes/Maninka-693.html,"FRUITS, VEGETABLES AND NUTS",Maninka
