NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
Mt. Zion United Holy Church,2024-03-01 00:00:00.000 Z,Williamston,NC,27892,1034
HECA,2024-05-01 00:00:00.000 Z,Royal Palm Beach,FL,33411,2832
Dayspring Mission/A.M.E. Zion Church,2023-08-01 00:00:00.000 Z,Charlotte,NC,28213,12
"The Salvation Army, Lewisville, Texas",2024-11-01 00:00:00.000 Z,Lewisville,TX,75067,2627
Open Door Baptist Church,2024-07-01 00:00:00.000 Z,Denham Springs,LA,70726,257
Unity of Chicago South,2023-12-01 00:00:00.000 Z,Chicago,IL,60615,567
The Father's House Church,2023-07-01 00:00:00.000 Z,Leesburg,FL,34748,196
Proclaim Church,2022-04-01 00:00:00.000 Z,Boynton Beach,FL,33472-2530,33
Life Church,2024-10-01 00:00:00.000 Z,Potosi,MO,63664,2632
Bethel Community Church,2023-08-01 00:00:00.000 Z,Los Banos,CA,93635,10043
Restoring Relationships Christian Center,2023-12-01 00:00:00.000 Z,Kissimmee,FL,34758,4325
Graceful Growth Coaching,2024-06-01 00:00:00.000 Z,Raleigh,NC,27616,205
Wildwood Church,2024-04-01 00:00:00.000 Z,Tallahassee,FL,32312,36
Redfield Wesleyan Church,2024-10-01 00:00:00.000 Z,Redfield,SD,57469,155
Smoky HIll Vineyard,2025-01-01 00:00:00.000 Z,Centennial,CO,80015,24
Recharge Faith and Empowerment Ministries,2024-11-01 00:00:00.000 Z,Stockbridge,GA,30281,2277
Hope Family Fellowship,2024-11-01 00:00:00.000 Z,Sulphur Springs,TX,75483,1218
Hope City Church,2024-12-01 00:00:00.000 Z,Meridian ,MS,,7235
Post Road Christian Church,2024-12-01 00:00:00.000 Z,Indianapolis,IN,46219,3357
"Life Changers Church and Ministries of Manhattan, Inc.",2024-10-01 00:00:00.000 Z,New York,NY,10128,10734
New Testament Christian Church Graham WA,2024-03-01 00:00:00.000 Z,Graham,WA,98338,7455
Journey Church,2024-08-01 00:00:00.000 Z,Caledonia,MI,49316,1021
Springs of Life Church,2024-08-01 00:00:00.000 Z,Running Springs,CA,92382,1671
Fellowship of Love COGIC,2024-07-01 00:00:00.000 Z,Savannah,GA,31401,920
Longhaul Christian,2024-03-01 00:00:00.000 Z,Cortez,CO,81321,235
Mountain Pointe Ministries Church of God,2023-10-01 00:00:00.000 Z,Oneonta,AL,35121,2518
Berrien Center Bible Church ,2023-02-01 00:00:00.000 Z,Berrien Center,MI,49102,74
Pursue Church Austin,2024-03-01 00:00:00.000 Z,Round Rock,TX,78681,65
Denver Friends Church,2023-07-01 00:00:00.000 Z,Denver,CO,80211,132
Illuminate Community Church,2023-06-01 00:00:00.000 Z,Scottsdale,AZ,85255,305
Downtown Church,2024-02-01 00:00:00.000 Z,Battle Creek,MI,49015,6408
T.L. Elliott Ministries,2024-01-01 00:00:00.000 Z,Elizabethtown,KY,42702,17295
Hope Hotline/ The Bridge,2024-08-01 00:00:00.000 Z,Clarksville,TN,37043,2
Restoring Relationships Christian Center,2023-09-01 00:00:00.000 Z,Kissimmee,FL,34758,1328
Northside Community Church ,2024-12-01 00:00:00.000 Z,Bakersfield,CA,93312,1363
Greater Grace Church of Miami,2024-05-01 00:00:00.000 Z,Miami,FL,33162,195
Hope City Church,2022-02-01 00:00:00.000 Z,Meridian ,MS,,2618
LaFayette Baptist Church,2024-07-01 00:00:00.000 Z,Hopkinsville,KY,42240,172
Greater Grace Church of Miami,2024-02-01 00:00:00.000 Z,Miami,FL,33162,152
EDEN,2024-08-01 00:00:00.000 Z,Douglasville,GA,30135,979
Journey Church,2024-07-01 00:00:00.000 Z,Caledonia,MI,49316,1955
Living Word Church of Corpus Christi,2024-06-01 00:00:00.000 Z,Corpus Christi,TX,78415,579
Calvary Lutheran Church,2024-05-01 00:00:00.000 Z,Dallas,TX,75238,52
Victory Rock Praise and Worship Center,2024-08-01 00:00:00.000 Z,Galion,OH,44833,1042
Faith Victory Fellowship,2023-11-01 00:00:00.000 Z,Buchanan,MI,49107,84
Monroe City Church,2024-02-01 00:00:00.000 Z,Monroe,MI,48162,4593
Redfield Wesleyan Church,2024-11-01 00:00:00.000 Z,Redfield,SD,57469,241
New Testament Christian Church ,2024-01-01 00:00:00.000 Z,Mc Kees Rocks,PA,15136,146
New Creation Assembly,2023-11-01 00:00:00.000 Z,Sanford,FL,32773,504
ANTIOCH COMMUNITY CHURCH,2023-10-01 00:00:00.000 Z,Kansas City,MO,64119-3401,44
Hope City Church,2022-01-01 00:00:00.000 Z,Meridian ,MS,,3723
Hope City Church,2021-12-01 00:00:00.000 Z,Meridian ,MS,,2475
Shiloh Baptist Church,2023-10-01 00:00:00.000 Z,Seymour,TN,37865,200
Illuminate Community Church,2023-08-01 00:00:00.000 Z,Scottsdale,AZ,85255,25
Hillcrest Covenant Church,2022-09-01 00:00:00.000 Z,Prairie Village,KS,66207,9
423 Ministries,2024-08-01 00:00:00.000 Z,Lubbock,TX,79423,2678
Victory Harvest Cathedral,2023-12-01 00:00:00.000 Z,Lithonia,GA,30058,267
BreakAway Student Ministry,2022-10-01 00:00:00.000 Z,Titusville,FL,,2
New Harbor Community Church,2023-01-01 00:00:00.000 Z,Benichia,CA,94510,56
Hope City Church,2024-10-01 00:00:00.000 Z,Meridian ,MS,,11962
AIM Grad,2024-05-01 00:00:00.000 Z,Davis,CA,95618,1256
Spire Network,2021-10-01 00:00:00.000 Z,Monument,CO,,618
Bethel Assembly of God,2023-05-01 00:00:00.000 Z,Elkhart,IN,46514,2088
Christ’s Church of Oronogo ,2023-02-01 00:00:00.000 Z,Oronogo,MO,64855,222
Bethel Assembly of God,2023-12-01 00:00:00.000 Z,Elkhart,IN,46514,1341
Hillcrest Covenant Church,2023-09-01 00:00:00.000 Z,Prairie Village,KS,66207,7
GBC Reminders,2024-09-01 00:00:00.000 Z,Sherman,TX,75092,480
Journey Church,2024-11-01 00:00:00.000 Z,Caledonia,MI,49316,90
Hope Chapel Youth,2024-04-01 00:00:00.000 Z,Glendale,AZ,85308,414
Victory Harvest Cathedral,2024-06-01 00:00:00.000 Z,Lithonia,GA,30058,163
StoneBridge Christian Church (Benson Campus,2025-01-01 00:00:00.000 Z,Omaha,NE,68116,299
Journey Church,2023-08-01 00:00:00.000 Z,Caledonia,MI,49316,16
Denver Friends Church,2023-10-01 00:00:00.000 Z,Denver,CO,80211,101
Shiloh Baptist Church,2024-03-01 00:00:00.000 Z,Seymour,TN,37865,16194
Jason Alexander Coaching,2024-03-01 00:00:00.000 Z,Chantilly,VA,20151,29
URBAN DEFENSE GUN CLUB INC.,2024-11-01 00:00:00.000 Z,Jackson,TN,38301,555
Victory Rock Praise and Worship Center,2024-06-01 00:00:00.000 Z,Galion,OH,44833,1047
Longhaul Christian,2023-08-01 00:00:00.000 Z,Cortez,CO,81321,24
Citipoint Church,2024-02-01 00:00:00.000 Z,Mount Vernon,WA,98274,1762
TheeMARiO Ent Group,2024-03-01 00:00:00.000 Z,Louisville,KY,40216,6
Redfield Wesleyan Church,2024-05-01 00:00:00.000 Z,Redfield,SD,57469,199
Trinity Bay Fellowship,2024-10-01 00:00:00.000 Z,Mont Belvieu,TX,77580,13
Weaverland Anabaptist Faith Community,2024-10-01 00:00:00.000 Z,East Earl,PA,17519,2
URBAN DEFENSE GUN CLUB INC.,2023-11-01 00:00:00.000 Z,Jackson,TN,38301,63
Bees,2024-06-01 00:00:00.000 Z,Spencer,NC,28159,7
Simply Church,2023-02-01 00:00:00.000 Z,Woodbridge,VA,22191,16
Quynh St. Germain ,2023-11-01 00:00:00.000 Z,Dayton,OH,45459,37
Monroe City Church,2024-12-01 00:00:00.000 Z,Monroe,MI,48162,4266
First Assembly of God,2024-12-01 00:00:00.000 Z,Dinuba,CA,93618,42
Lakewood Vineyard Church,2024-12-01 00:00:00.000 Z,Lakewood,OH,44107,254
Trevor Thomas Live!,2024-06-01 00:00:00.000 Z,Plant City,FL,,302
Post Road Christian Church,2024-05-01 00:00:00.000 Z,Indianapolis,IN,46219,811
East End Assembly of God,2024-04-01 00:00:00.000 Z,Henrico,VA,23231,11
Almacén Church,2024-09-01 00:00:00.000 Z,San Ysidro,CA,92173,1
NY Court (JD 10): Family and Children’s Association of Long Island (FCA),2023-03-01 00:00:00.000 Z,Garden City,NY,11530,30
Christ’s Church of Oronogo ,2023-07-01 00:00:00.000 Z,Oronogo,MO,64855,15
Hope Hotline/ The Bridge,2024-07-01 00:00:00.000 Z,Clarksville,TN,37043,2
Reach Apostolic Community ,2024-07-01 00:00:00.000 Z,Midland,TX,79701,12
Brown Memorial Church Of God In Christ,2024-07-01 00:00:00.000 Z,Tampa,FL,33605,132
"For the Kingdom Ministries, Inc.",2025-02-01 00:00:00.000 Z,West Somerset,KY,42564,15
Colonial Baptist Church,2025-02-01 00:00:00.000 Z,Blue Ridge,VA,24064,5
Karen with Providence Church Raleigh,2025-02-01 00:00:00.000 Z,Raleigh,NC,27612,395
Village Church - Surrey North,2025-02-01 00:00:00.000 Z,Surrey,WA,,38
Cedar Creek Church,2023-02-01 00:00:00.000 Z,Perrysburg,OH,43551,51
Faircreek,2022-08-01 00:00:00.000 Z,Fairborn,OH,45324,6
Ridgeview Baptist Church,2024-01-01 00:00:00.000 Z,Colorado Springs,CO,80920,5
"Daily Needs Life Transformational Center, LLC",2023-03-01 00:00:00.000 Z,Milwaukee,WI,53218,16
First Baptist Church Holly Hill,2023-10-01 00:00:00.000 Z,Holly Hill,SC,29059,6
First Assembly of God,2023-10-01 00:00:00.000 Z,Dinuba,CA,93618,4
The Victory Chapel,2023-09-01 00:00:00.000 Z,Fresno,CA,93722,2
I Deserve,2024-09-01 00:00:00.000 Z,Bayonne,NJ,07002,3
New Harbor Community Church,2022-10-01 00:00:00.000 Z,Benichia,CA,94510,6
Bethel Community Church,2024-03-01 00:00:00.000 Z,Los Banos,CA,93635,4914
EAST VALLEY BAPTIST CHURCH,2023-12-01 00:00:00.000 Z,Old Fort,TN,37362,99
DUPLICATE - Trietsch Memorial United Methodist Church,2022-10-01 00:00:00.000 Z,,TX,,32
Faith Victory Fellowship,2024-10-01 00:00:00.000 Z,Buchanan,MI,49107,5
Godtivity,2023-08-01 00:00:00.000 Z,Los Angeles,CA,90018,2
North Arkansas Baptist Association,2024-10-01 00:00:00.000 Z,Harrison,AR,72601,14
College Avenue Baptist Church,2025-01-01 00:00:00.000 Z,Levelland,TX,79336,421
West Salem First Chrisitan Church,2025-01-01 00:00:00.000 Z,West Salem,IL,62476,4031
Divine House Of Deliverance ,2024-11-01 00:00:00.000 Z,Dallas,TX,75237,11938
Reimagine Church,2024-11-01 00:00:00.000 Z,Newark,OH,43055,4536
The Pavilion of Praise Cathedral,2024-11-01 00:00:00.000 Z,Buckeye,AZ,85326,107
"The Orchard Tupelo-Tupelo, MS",2024-12-01 00:00:00.000 Z,Tupelo,MS,38801-8230,42333
Zehner Ministries,2025-01-01 00:00:00.000 Z,Bethlehem,PA,18018,2791
The City Church NWA,2023-02-01 00:00:00.000 Z,Springdale,AR,72762,181
NGC,2023-11-01 00:00:00.000 Z,Conway,AR,72032,6606
New Mt Vernon Baptist Church,2024-02-01 00:00:00.000 Z,Portsmouth,VA,23701,1940
Limitless Church ,2024-05-01 00:00:00.000 Z,Harlingen,TX,78550,348
Central Faith Church,2023-07-01 00:00:00.000 Z,Snohomish,WA,98290,114
Reimagine Church,2024-05-01 00:00:00.000 Z,Newark,OH,43055,1726
First Church of Connersville,2024-06-01 00:00:00.000 Z,Connersville,IN,47331,384
Quaboag Church,2024-04-01 00:00:00.000 Z,Brookfield,MA,01506,28
Bearden First Assembly,2023-12-01 00:00:00.000 Z,Bearden,OK,74859,305
Calvary Tabernacle ,2024-05-01 00:00:00.000 Z,Moulton,AL,35650,207
First United Methodist Church of Stephenville,2023-10-01 00:00:00.000 Z,Stephenville,TX,76401,224
Forest Park Church,2025-01-01 00:00:00.000 Z,Elizabeth City,NC,27909,7
Freedom Worship Center,2024-04-01 00:00:00.000 Z,West Boylston,MA,01583,89
Tribe Youth,2024-04-01 00:00:00.000 Z,Christiansburg,VA,24073,1830
Northside Baptist Church,2023-12-01 00:00:00.000 Z,Rock Hill,SC,29730,131
First Church of Connersville,2024-10-01 00:00:00.000 Z,Connersville,IN,47331,512
Reimagine Church,2024-08-01 00:00:00.000 Z,Newark,OH,43055,5620
Pillar Church,2022-07-01 00:00:00.000 Z,Fort Worth,TX,,2728
Friendship Alliance Organization,2024-10-01 00:00:00.000 Z,Chagrin Falls,OH,44023,7253
"Trinity Gospel Haven Churches, Inc.",2024-07-01 00:00:00.000 Z,Jersey City,NJ,07305,282
Reimagine Church,2023-10-01 00:00:00.000 Z,Newark,OH,43055,592
Northside Baptist Church,2023-06-01 00:00:00.000 Z,Rock Hill,SC,29730,243
Harvest Church Atlanta,2022-12-01 00:00:00.000 Z,Atlanta,GA,30324,175
Hays Hills Students,2023-10-01 00:00:00.000 Z,Buda,TX,78610,2203
Northside Baptist Church,2023-11-01 00:00:00.000 Z,Rock Hill,SC,29730,181
City Church Garland,2023-05-01 00:00:00.000 Z,Dallas,TX,75228,162
N.Medford Youth 71Five,2024-04-01 00:00:00.000 Z,Medford,OR,97501,260
Time Church International,2024-08-01 00:00:00.000 Z,San Jose,CA,95110,1836
Eulaton Church,2024-05-01 00:00:00.000 Z,Anniston,AL,36201,708
First Baptist Lebanon,2022-11-01 00:00:00.000 Z,Lebanon,TN,37087,2640
Britanie’ J Ministries & Esthetics,2024-04-01 00:00:00.000 Z,Southfield,MI,48075,13
Triedstone Baptist Church,2024-09-01 00:00:00.000 Z,Rankin,PA,15104,1159
Emmanuel Church ,2024-11-01 00:00:00.000 Z,Clarence,NY,14031,4
Time Church International,2024-11-01 00:00:00.000 Z,San Jose,CA,95110,968
Central Faith Church,2023-06-01 00:00:00.000 Z,Snohomish,WA,98290,85
Glad Tidings,2023-05-01 00:00:00.000 Z,Des Moines,IA,50315,50
City Church Greenfield,2023-06-01 00:00:00.000 Z,Greenfield,IN,46140,651
calvary,2022-12-01 00:00:00.000 Z,davenport,FL,33837,98
Rock Creek Church,2024-06-01 00:00:00.000 Z,Prosper,TX,75078,102
Calvary Church,2022-09-01 00:00:00.000 Z,Boalsburg,PA,16827,17
Angela Wheatley/Coffee and Conversation Christian Counseling and Coaching ,2023-03-01 00:00:00.000 Z,Houston,TX,77054,31
River City Church,2024-02-01 00:00:00.000 Z,Jacksonville,FL,32256,3103
River City Church,2023-11-01 00:00:00.000 Z,Jacksonville,FL,32256,3844
UNYTED | A Detroit Worship Center,2023-11-01 00:00:00.000 Z,Franklin,MI,48025,117
Life Baptist Church,2023-06-01 00:00:00.000 Z, LAS VEGAS,NV,89113,1611
One Chapel,2024-03-01 00:00:00.000 Z,Austin,TX,78746,589
Upper Room Fellowship Ministry,2022-09-01 00:00:00.000 Z,Livonia,MI,48150,111
Central Baptist Church ,2023-07-01 00:00:00.000 Z,Portsmouth,VA,23701,10
Hope Lutheran,2024-01-01 00:00:00.000 Z,Adrian,MI,49221,662
La Roca City Church ,2024-08-01 00:00:00.000 Z,San Fernando,CA,91340,167
Northside Baptist Church,2024-03-01 00:00:00.000 Z,Rock Hill,SC,29730,20
Parkview Church,2022-12-01 00:00:00.000 Z,Hoover,AL,35242,23
Pink Prayers ,2023-10-01 00:00:00.000 Z,Junction City,OR,97448,7
Grape Creek Family Fellowship,2024-05-01 00:00:00.000 Z,San Angelo,TX,76901,159
Apostolic World Center,2023-12-01 00:00:00.000 Z,Fort Worth,TX,76116,8
Central Faith Church,2023-08-01 00:00:00.000 Z,Snohomish,WA,98290,54
Regency Cburch,2023-11-01 00:00:00.000 Z,Whittier,CA,90602,2
The Way Christian Community Churches,2024-08-01 00:00:00.000 Z,Brea,CA,92821,21
Kingdom Revival,2024-07-01 00:00:00.000 Z,New York,NY,10021,4
Judson Baptist Church,2024-04-01 00:00:00.000 Z,Walker,LA,70785,374
First Lutheran Church ,2023-09-01 00:00:00.000 Z,Galveston,TX,77550,9
Victory center ,2024-11-01 00:00:00.000 Z,Wapakoneta,OH,45895,139
FBC Cloudcroft,2024-07-01 00:00:00.000 Z,Cloudcroft,NM,88317,300
Total Grace Worship Center,2024-11-01 00:00:00.000 Z,Jeffersonville,IN,47130,3
Central Florida Cru,2023-08-01 00:00:00.000 Z,,,,1152
Emmaus Church,2024-09-01 00:00:00.000 Z,Manchester,NH,03102,192
Judah Church,2024-10-01 00:00:00.000 Z,Bristol,TN,37620,113
Grace Bible Church Lakeland,2023-11-01 00:00:00.000 Z,Arlington,TN,38002,1079
Bay Forest,2024-03-01 00:00:00.000 Z,Daphne,AL,36526,2
UNYTED | A Detroit Worship Center,2024-10-01 00:00:00.000 Z,Franklin,MI,48025,349
Central Florida Cru,2021-05-01 00:00:00.000 Z,,,,60
Central Baptist Church ,2023-05-01 00:00:00.000 Z,Portsmouth,VA,23701,108
Shawnee Nazarene,2023-03-01 00:00:00.000 Z,Shawnee,KS,66216-1969,56
Therapeace Counseling,2024-08-01 00:00:00.000 Z,Miami,FL,33134,4
Crestwood Church - Richmond,2023-05-01 00:00:00.000 Z,Richmond,VA,23225,9
Mend The Vow Ministries ,2024-10-01 00:00:00.000 Z,Farmington,MI,48334,2
Life Church- Operations Team,2024-08-01 00:00:00.000 Z,Austin,TX,78753,125
New season church of ventura ,2023-05-01 00:00:00.000 Z,Ventura,CA,93001,70
calvary,2022-10-01 00:00:00.000 Z,davenport,FL,33837,8
Harvest Church Atlanta,2023-05-01 00:00:00.000 Z,Atlanta,GA,30324,1017
HEARTLAND COMMUNITY CHURCH,2023-04-01 00:00:00.000 Z,Olathe,KS,66062-5220,3
Remain Youth Group,2023-11-01 00:00:00.000 Z,Napa,CA,94558,5
Hinton/Melbourne United Methodist Church ,2024-03-01 00:00:00.000 Z,Hinton,IA,51024,2
Christ Community Chapel,2023-07-01 00:00:00.000 Z,Hudson,OH,44236,6
Journey To Life Global Ministry,2023-08-01 00:00:00.000 Z,Rolla,MO,65401,13
FBC Newellton,2024-05-01 00:00:00.000 Z,Newellton,LA,71357,473
Hamilton Mill Church,2024-06-01 00:00:00.000 Z,Buford,GA,30519,3
Time Church International,2024-01-01 00:00:00.000 Z,San Jose,CA,95110,280
All Saints Episcopal Church,2024-05-01 00:00:00.000 Z,Hershey,PA,17033,3
Plano Bible Chapel,2023-11-01 00:00:00.000 Z,Plano,TX,75074,9
Women Thrive Global LLC,2023-10-01 00:00:00.000 Z,Cypress,TX,77429,2
Journey To Life Global Ministry,2023-05-01 00:00:00.000 Z,Rolla,MO,65401,6
AWC Kuest,2024-12-01 00:00:00.000 Z,Sterling,IL,61081,199
Parkview Church,2023-01-01 00:00:00.000 Z,Hoover,AL,35242,41
Wisconsin Avenue Baptist Church,2024-01-01 00:00:00.000 Z,Washington,DC,20016,13
Camelback Bible Church,2024-12-01 00:00:00.000 Z,Paradise Valley,AZ,85253,3
https://temp-mail.org/,2024-05-01 00:00:00.000 Z,Ashburn,VA,20148,3
NCF High School,2025-02-01 00:00:00.000 Z,Tremont,IL,61568,596
Mt. Calvary United Methodist Church,2025-02-01 00:00:00.000 Z,Harrisburg,PA,17112,127
Bearden First Assembly,2025-02-01 00:00:00.000 Z,Bearden,OK,74859,180
He Gets Us - Control,2021-11-01 00:00:00.000 Z,,,,16
HEARTLAND COMMUNITY CHURCH,2023-03-01 00:00:00.000 Z,Olathe,KS,66062-5220,7
Grape Creek Family Fellowship,2024-10-01 00:00:00.000 Z,San Angelo,TX,76901,75
Upwards Church - Jarrell,2022-11-01 00:00:00.000 Z,Jarrell,TX,76537,2
Calvary Chapel of Emmett,2023-09-01 00:00:00.000 Z,Emmett,ID,83617,2
Grace Outlet,2023-12-01 00:00:00.000 Z,Sinking Spring,PA,19608,4
AWC Kuest,2024-02-01 00:00:00.000 Z,Sterling,IL,61081,1
Second Baptist Church Jacksonville ,2023-07-01 00:00:00.000 Z,Jacksonville,AR,72076,4
St Mark’s Lutheran Church,2024-05-01 00:00:00.000 Z,Pleasant Hill,CA,94523,12
COLONIAL PRESBYTERIAN CHURCH,2022-03-01 00:00:00.000 Z,Kansas City,MO,64114-3902,17
Insight Recovery Centers,2024-10-01 00:00:00.000 Z,Ashburn,VA,20147,184
North Star Community Church,2024-09-01 00:00:00.000 Z,Coon Rapids,MN,55433,1417
Voice of Hope ,2024-02-01 00:00:00.000 Z,Oklahoma City,OK,73121,227
Ecclesia Center,2024-06-01 00:00:00.000 Z,Jamaica,NY,11420,86
C3 Church,2023-04-01 00:00:00.000 Z,Orlando,FL,32825,26
PUSH Ministries ,2024-07-01 00:00:00.000 Z,Oxford,GA,30054,1646
Cottage Hill Church,2023-07-01 00:00:00.000 Z,Springfield,MA,01104,437
Love and Liberation Fellowship ,2023-12-01 00:00:00.000 Z,Birmingham,AL,35224,365
The River Church,2023-08-01 00:00:00.000 Z,Oak Hills,CA,92344,259
Ambassador Church,2021-09-01 00:00:00.000 Z,South Holland,IL,60473,3043
Emmanuel Baptist Church,2024-03-01 00:00:00.000 Z,Cleveland,OH,44104,3498
Bridge Church,2024-01-01 00:00:00.000 Z,Hutto,TX,78634,36231
Bayside Community Church,2024-08-01 00:00:00.000 Z,Bradenton,FL,34209,1444
Northeast Baptist Church,2024-01-01 00:00:00.000 Z,Ponca City,OK,74604,4758
Ambassador Church,2024-08-01 00:00:00.000 Z,South Holland,IL,60473,1702
Christian Life Fellowship,2023-09-01 00:00:00.000 Z,Calera,AL,35040,54
First Christian Reformed Church of Artesia,2023-04-01 00:00:00.000 Z,Artesia,CA,90701,65
House of God Georgetown South Carolina,2024-05-01 00:00:00.000 Z,Georgetown,SC,29440,637
New Vista,2024-03-01 00:00:00.000 Z,Lexington,KY,40511,407
Chehalem Christian Fellowship ,2024-10-01 00:00:00.000 Z,Newberg,OR,97132,69
SouthPoint,2024-05-01 00:00:00.000 Z,Southaven,MS,38671,203
Global,2024-01-01 00:00:00.000 Z,Alhambra,IL,62001,543
AnaniasFoundation,2024-10-01 00:00:00.000 Z,West Des Moines,IA,50265,752
Sierra Vista United Methodist Church,2023-12-01 00:00:00.000 Z,Sierra Vista,AZ,85650,25
RCCG Cornerstone Church ,2024-11-01 00:00:00.000 Z,Austin,TX,78714,40
Bethel Church,2024-11-01 00:00:00.000 Z,Chandler,AZ,85286,28602
Graceland Church,2024-12-01 00:00:00.000 Z,Humble,TX,77338,57
Insight Recovery Centers,2025-01-01 00:00:00.000 Z,Ashburn,VA,20147,82
Church Unlimited,2025-01-01 00:00:00.000 Z,Charlotte,NC,28213,1886
North Park Baptist Church Women,2025-01-01 00:00:00.000 Z,Abilene,TX,79601,2015
Tri County Alliance - Ministry Leader Account ,2025-01-01 00:00:00.000 Z,Clearwater,MN,55320,139
Brushy Creek Baptist Church,2025-01-01 00:00:00.000 Z,Easley,SC,29642,2110
La Casa del Alfarero A&O Inc,2025-01-01 00:00:00.000 Z,Arlington,TX,76011,667
Rosemont Baptist Church,2025-01-01 00:00:00.000 Z,Lexington,KY,40503,215
The Chapel Ocala,2025-01-01 00:00:00.000 Z,Ocala,FL,,5659
The Household of Faith,2025-01-01 00:00:00.000 Z,St. Louis,MO,63109,63
"Brains Can Change, LLC",2025-01-01 00:00:00.000 Z,Byhalia,MS,38611,52
Calvary Christian Center,2025-01-01 00:00:00.000 Z,Greensboro,NC,27455,2038
La Grande Church of the Nazarene,2025-01-01 00:00:00.000 Z,La Grande,OR,97850,346
Voice of Hope ,2023-12-01 00:00:00.000 Z,Oklahoma City,OK,73121,205
Broadview Church,2024-04-01 00:00:00.000 Z,Lubbock,TX,79416,100
Lighthouse Temple,2024-10-01 00:00:00.000 Z,Colorado Springs,CO,80904,15
Lighthouse Christian Church,2024-07-01 00:00:00.000 Z,Sonoma,CA,95476,24
"Shane Hartley, Faculty Commons, a Cru ministry",2024-03-01 00:00:00.000 Z,Wilmington,NC,28412,7597
Freedom Alliance,2024-04-01 00:00:00.000 Z,Seymour,IN,47274,1316
Northeast Baptist Church,2024-10-01 00:00:00.000 Z,Ponca City,OK,74604,2703
Ascent Project Church,2024-03-01 00:00:00.000 Z,Fort Collins,CO,80524,9117
New Creation Center,2024-04-01 00:00:00.000 Z,Irvine,CA,92618,43
The River Church,2023-10-01 00:00:00.000 Z,Oak Hills,CA,92344,137
Proverbs 15:22 Coaching and Counseling,2024-07-01 00:00:00.000 Z,Grapevine,TX,76051,65
God's House of Praise Chauvin Foursquare Church,2024-10-01 00:00:00.000 Z,Montegut,LA,70377,842
Willacoochee Missionary Baptist Association  WMBA,2025-01-01 00:00:00.000 Z,Fitzgerald,GA,31750,597
Ambassador Church,2023-03-01 00:00:00.000 Z,South Holland,IL,60473,9355
Ambassador Church,2022-05-01 00:00:00.000 Z,South Holland,IL,60473,3105
frankie felicie Ministries,2024-09-01 00:00:00.000 Z,Portage,IN,46368,769
CSJS ministers,2024-07-01 00:00:00.000 Z,Modesto,CA,95356,318
"Make Plain, Jesus Global Ministries",2024-05-01 00:00:00.000 Z,Wilmington,NC,28405,81
Dolan Academy,2022-06-01 00:00:00.000 Z,Frederick,MD,,2
Lakeland Community Church,2024-08-01 00:00:00.000 Z,Lake Geneva,WI,53147,256
21st Century Women,2024-03-01 00:00:00.000 Z,Katy,TX,77449,390
Golf Course Road Church Of Christ,2024-12-01 00:00:00.000 Z,Midland,TX,79707,8224
Little Rock Shiloh Seventh-day Adventist Church,2024-12-01 00:00:00.000 Z,Little Rock,AR,72204,2
Chapel,2024-12-01 00:00:00.000 Z,Olathe,KS,66062,2321
Spottswood AME Zion Church,2024-12-01 00:00:00.000 Z,New Britain,CT,06053,19
CW Student Ministry,2023-10-01 00:00:00.000 Z,Groves,TX,77619,10
Impact Wisconsin,2023-10-01 00:00:00.000 Z,Waupaca,WI,54981,187
